id,tipo,fecha,hora,provincia,corregimiento,latitud,longitud,arma_utilizada,locacion,anio,mes,dia_semana,zona,crimen
CR-2024-005193,Robo,2024-11-02,23,Panamá,Pueblo Nuevo,9.000919,-79.521352,Arma de fuego,Vía Pública,2024,11,5,Pueblo Nuevo,Robo
CR-2024-005206,Robo,2024-11-03,0,Panamá,Tocumen,9.080852,-79.380762,Arma de fuego,Estacionamiento,2024,11,6,Tocumen,Robo
CR-2024-005207,Robo,2024-11-03,5,Panamá,Victoriano Lorenzo,9.039181,-79.499469,Arma blanca,Vía Pública,2024,11,6,Victoriano Lorenzo,Robo
CR-2024-005201,Robo,2024-11-03,6,Panamá,Pacora,9.083985,-79.283399,Sin arma (intimidación),Vía Pública,2024,11,6,Pacora,Robo
CR-2024-005205,Robo,2024-11-03,8,Panamá,Tocumen,9.086127,-79.38559,Sin arma (intimidación),Vía Pública,2024,11,6,Tocumen,Robo
CR-2024-005203,Robo,2024-11-03,12,Panamá,Rufina Alfaro,9.044984,-79.489858,Arma de fuego,Comercio,2024,11,6,Rufina Alfaro,Robo
CR-2024-005204,Robo,2024-11-03,12,Panamá,Tocumen,9.086098,-79.392422,Sin arma (intimidación),Comercio,2024,11,6,Tocumen,Robo
CR-2024-005208,Robo,2024-11-03,16,Panamá Oeste,Vista Alegre,8.950035,-79.698949,Arma blanca,Centro Comercial,2024,11,6,Vista Alegre,Robo
CR-2024-005199,Homicidio,2024-11-03,19,Panamá,Belisario Porras,9.053682,-79.505266,Arma de fuego,Residencia,2024,11,6,Belisario Porras,Homicidio
CR-2024-005202,Robo,2024-11-03,19,Panamá,Pacora,9.080738,-79.288468,Arma de fuego,Vía Pública,2024,11,6,Pacora,Robo
CR-2024-005200,Robo,2024-11-03,22,Panamá Oeste,Barrio Colón,8.880605,-79.78337,Arma de fuego,Comercio,2024,11,6,Barrio Colón,Robo
CR-2024-005210,Robo,2024-11-04,0,Panamá,Belisario Porras,9.047874,-79.506009,Arma de fuego,Vía Pública,2024,11,0,Belisario Porras,Robo
CR-2024-005220,Robo,2024-11-04,5,Panamá,Pedregal,9.0694,-79.480834,Sin arma (intimidación),Centro Comercial,2024,11,0,Pedregal,Robo
CR-2024-005214,Robo,2024-11-04,6,Panamá,Juan Díaz,9.045462,-79.452518,Arma blanca,Vía Pública,2024,11,0,Juan Díaz,Robo
CR-2024-005221,Robo,2024-11-04,7,Panamá Oeste,Playa Leona,8.840675,-79.782692,Arma blanca,Vía Pública,2024,11,0,Playa Leona,Robo
CR-2024-005209,Homicidio,2024-11-04,12,Panamá Oeste,Vacamonte,8.917459,-79.706431,Arma de fuego,Vía Pública,2024,11,0,Vacamonte,Homicidio
CR-2024-005213,Robo,2024-11-04,14,Panamá Oeste,Feuillet,8.899941,-79.770213,Arma de fuego,Vía Pública,2024,11,0,Feuillet,Robo
CR-2024-005217,Robo,2024-11-04,18,Panamá,Parque Lefevre,9.008142,-79.477965,Arma de fuego,Comercio,2024,11,0,Parque Lefevre,Robo
CR-2024-005223,Robo,2024-11-04,18,Panamá,Tocumen,9.078753,-79.396644,Sin arma (intimidación),Comercio,2024,11,0,Tocumen,Robo
CR-2024-005215,Robo,2024-11-04,20,Panamá,Juan Díaz,9.045573,-79.458059,Arma blanca,Vía Pública,2024,11,0,Juan Díaz,Robo
CR-2024-005216,Robo,2024-11-04,20,Panamá,Pacora,9.091544,-79.29291,Arma de fuego,Vía Pública,2024,11,0,Pacora,Robo
CR-2024-005211,Robo,2024-11-04,21,Panamá,Caimitillo,9.162921,-79.560497,Sin arma (intimidación),Centro Comercial,2024,11,0,Caimitillo,Robo
CR-2024-005218,Robo,2024-11-04,21,Panamá,Parque Lefevre,9.012906,-79.479457,Arma blanca,Transporte Público,2024,11,0,Parque Lefevre,Robo
CR-2024-005222,Robo,2024-11-04,21,Panamá,Tocumen,9.085976,-79.391203,Arma de fuego,Centro Comercial,2024,11,0,Tocumen,Robo
CR-2024-005219,Robo,2024-11-04,22,Panamá,Pedregal,9.06849,-79.479107,Sin arma (intimidación),Vía Pública,2024,11,0,Pedregal,Robo
CR-2024-005224,Robo,2024-11-04,22,Panamá Oeste,Vacamonte,8.909713,-79.712304,Arma de fuego,Comercio,2024,11,0,Vacamonte,Robo
CR-2024-005212,Robo,2024-11-04,23,Panamá,Curundú,8.971419,-79.549565,Arma de fuego,Transporte Público,2024,11,0,Curundú,Robo
CR-2024-005234,Robo,2024-11-05,0,Panamá,Parque Lefevre,9.008567,-79.478577,Sin arma (intimidación),Vía Pública,2024,11,1,Parque Lefevre,Robo
CR-2024-005226,Robo,2024-11-05,9,Panamá,24 de Diciembre,9.100139,-79.350177,Arma de fuego,Comercio,2024,11,1,24 de Diciembre,Robo
CR-2024-005235,Robo,2024-11-05,12,Panamá,Pedregal,9.062725,-79.476226,Arma de fuego,Vía Pública,2024,11,1,Pedregal,Robo
CR-2024-005236,Robo,2024-11-05,12,Panamá,Pedregal,9.072751,-79.478967,Sin arma (intimidación),Transporte Público,2024,11,1,Pedregal,Robo
CR-2024-005227,Robo,2024-11-05,13,Panamá,24 de Diciembre,9.098551,-79.352228,Sin arma (intimidación),Comercio,2024,11,1,24 de Diciembre,Robo
CR-2024-005233,Robo,2024-11-05,13,Panamá,Pacora,9.078164,-79.290869,Sin arma (intimidación),Vía Pública,2024,11,1,Pacora,Robo
CR-2024-005238,Robo,2024-11-05,14,Panamá,Rufina Alfaro,9.044992,-79.48655,Arma blanca,Comercio,2024,11,1,Rufina Alfaro,Robo
CR-2024-005243,Robo,2024-11-05,15,Panamá Oeste,Vista Alegre,8.948626,-79.69789,Arma blanca,Comercio,2024,11,1,Vista Alegre,Robo
CR-2024-005239,Robo,2024-11-05,16,Panamá,Rufina Alfaro,9.047451,-79.485901,Sin arma (intimidación),Vía Pública,2024,11,1,Rufina Alfaro,Robo
CR-2024-005229,Robo,2024-11-05,17,Panamá Oeste,Burunga,8.940442,-79.729256,Arma blanca,Vía Pública,2024,11,1,Burunga,Robo
CR-2024-005230,Robo,2024-11-05,17,Panamá,El Chorrillo,8.952973,-79.541858,Arma de fuego,Transporte Público,2024,11,1,El Chorrillo,Robo
CR-2024-005231,Robo,2024-11-05,17,Panamá Oeste,El Espino,8.499545,-79.901406,Arma de fuego,Vía Pública,2024,11,1,El Espino,Robo
CR-2024-005232,Robo,2024-11-05,17,Panamá,Pacora,9.080104,-79.288744,Arma de fuego,Vía Pública,2024,11,1,Pacora,Robo
CR-2024-005244,Robo,2024-11-05,18,Panamá Oeste,Vista Alegre,8.949524,-79.7003,Sin arma (intimidación),Vía Pública,2024,11,1,Vista Alegre,Robo
CR-2024-005228,Robo,2024-11-05,19,Panamá,Belisario Porras,9.051591,-79.501324,Sin arma (intimidación),Comercio,2024,11,1,Belisario Porras,Robo
CR-2024-005240,Robo,2024-11-05,20,Panamá,Tocumen,9.081779,-79.384046,Arma blanca,Vía Pública,2024,11,1,Tocumen,Robo
CR-2024-005237,Robo,2024-11-05,21,Panamá,Pueblo Nuevo,8.997261,-79.520254,Arma de fuego,Vía Pública,2024,11,1,Pueblo Nuevo,Robo
CR-2024-005241,Robo,2024-11-05,21,Panamá Oeste,Vacamonte,8.915326,-79.703401,Arma blanca,Vía Pública,2024,11,1,Vacamonte,Robo
CR-2024-005242,Robo,2024-11-05,21,Panamá,Victoriano Lorenzo,9.039684,-79.499425,Arma de fuego,Comercio,2024,11,1,Victoriano Lorenzo,Robo
CR-2024-005225,Homicidio,2024-11-05,23,Panamá,Pueblo Nuevo,8.998554,-79.517345,Arma blanca,Vía Pública,2024,11,1,Pueblo Nuevo,Homicidio
CR-2024-005258,Robo,2024-11-06,1,Panamá,Tocumen,9.075403,-79.379602,Arma blanca,Vía Pública,2024,11,2,Tocumen,Robo
CR-2024-005253,Robo,2024-11-06,3,Panamá,Pacora,9.082171,-79.286822,Arma de fuego,Comercio,2024,11,2,Pacora,Robo
CR-2024-005247,Robo,2024-11-06,8,Panamá Oeste,Burunga,8.93701,-79.732063,Arma de fuego,Estacionamiento,2024,11,2,Burunga,Robo
CR-2024-005249,Robo,2024-11-06,9,Panamá,Juan Díaz,9.049775,-79.454537,Arma de fuego,Vía Pública,2024,11,2,Juan Díaz,Robo
CR-2024-005254,Robo,2024-11-06,9,Panamá,Pueblo Nuevo,9.002985,-79.516941,Arma de fuego,Transporte Público,2024,11,2,Pueblo Nuevo,Robo
CR-2024-005252,Robo,2024-11-06,13,Panamá,Pacora,9.080389,-79.286733,Arma blanca,Vía Pública,2024,11,2,Pacora,Robo
CR-2024-005255,Robo,2024-11-06,14,Panamá,Pueblo Nuevo,9.001915,-79.51759,Arma blanca,Vía Pública,2024,11,2,Pueblo Nuevo,Robo
CR-2024-005251,Robo,2024-11-06,15,Panamá,Las Mañanitas,9.086052,-79.426587,Arma blanca,Vía Pública,2024,11,2,Las Mañanitas,Robo
CR-2024-005256,Robo,2024-11-06,16,Panamá Oeste,San Carlos,8.47185,-79.961352,Arma de fuego,Comercio,2024,11,2,San Carlos,Robo
CR-2024-005245,Homicidio,2024-11-06,17,Panamá Oeste,Vacamonte,8.915429,-79.702873,Objeto contundente,Vía Pública,2024,11,2,Vacamonte,Homicidio
CR-2024-005262,Robo,2024-11-06,18,Panamá,Victoriano Lorenzo,9.039656,-79.497314,Arma blanca,Comercio,2024,11,2,Victoriano Lorenzo,Robo
CR-2024-005261,Robo,2024-11-06,19,Panamá Oeste,Vacamonte,8.912556,-79.712129,Arma blanca,Centro Comercial,2024,11,2,Vacamonte,Robo
CR-2024-005260,Robo,2024-11-06,20,Panamá,Tocumen,9.074184,-79.380249,Arma de fuego,Comercio,2024,11,2,Tocumen,Robo
CR-2024-005246,Robo,2024-11-06,22,Panamá Oeste,Barrio Colón,8.880487,-79.780807,Arma blanca,Centro Comercial,2024,11,2,Barrio Colón,Robo
CR-2024-005248,Robo,2024-11-06,23,Panamá Oeste,Burunga,8.941885,-79.733805,Arma de fuego,Vía Pública,2024,11,2,Burunga,Robo
CR-2024-005250,Robo,2024-11-06,23,Panamá,Las Mañanitas,9.091403,-79.42795,Arma de fuego,Comercio,2024,11,2,Las Mañanitas,Robo
CR-2024-005257,Robo,2024-11-06,23,Panamá,San Francisco,8.987724,-79.512829,Arma de fuego,Transporte Público,2024,11,2,San Francisco,Robo
CR-2024-005259,Robo,2024-11-06,23,Panamá,Tocumen,9.082093,-79.389207,Arma blanca,Comercio,2024,11,2,Tocumen,Robo
CR-2024-005265,Homicidio,2024-11-07,1,Panamá Oeste,Puerto Caimito,8.871186,-79.719294,Arma blanca,Residencia,2024,11,3,Puerto Caimito,Homicidio
CR-2024-005271,Robo,2024-11-07,4,Panamá,Chilibre,9.1503,-79.623695,Arma blanca,Comercio,2024,11,3,Chilibre,Robo
CR-2024-005280,Robo,2024-11-07,5,Panamá,Pedregal,9.062863,-79.478542,Arma de fuego,Vía Pública,2024,11,3,Pedregal,Robo
CR-2024-005278,Robo,2024-11-07,6,Panamá,Pedregal,9.066804,-79.478243,Sin arma (intimidación),Vía Pública,2024,11,3,Pedregal,Robo
CR-2024-005286,Robo,2024-11-07,6,Panamá Oeste,Vacamonte,8.911832,-79.707723,Arma de fuego,Transporte Público,2024,11,3,Vacamonte,Robo
CR-2024-005283,Robo,2024-11-07,7,Panamá Oeste,Puerto Caimito,8.866746,-79.715769,Arma de fuego,Vía Pública,2024,11,3,Puerto Caimito,Robo
CR-2024-005264,Homicidio,2024-11-07,11,Panamá,Pedregal,9.062175,-79.477742,Arma de fuego,Vía Pública,2024,11,3,Pedregal,Homicidio
CR-2024-005263,Homicidio,2024-11-07,12,Panamá,Pacora,9.080492,-79.285751,Arma blanca,Estacionamiento,2024,11,3,Pacora,Homicidio
CR-2024-005268,Robo,2024-11-07,13,Panamá Oeste,Barrio Colón,8.879559,-79.782854,Arma blanca,Comercio,2024,11,3,Barrio Colón,Robo
CR-2024-005276,Robo,2024-11-07,13,Panamá,Pacora,9.092083,-79.294729,Arma de fuego,Vía Pública,2024,11,3,Pacora,Robo
CR-2024-005281,Robo,2024-11-07,13,Panamá,Pedregal,9.06495,-79.475737,Arma blanca,Vía Pública,2024,11,3,Pedregal,Robo
CR-2024-005285,Robo,2024-11-07,13,Panamá,Río Abajo,9.021182,-79.503511,Arma blanca,Centro Comercial,2024,11,3,Río Abajo,Robo
CR-2024-005279,Robo,2024-11-07,14,Panamá,Pedregal,9.063053,-79.483556,Arma de fuego,Vía Pública,2024,11,3,Pedregal,Robo
CR-2024-005273,Robo,2024-11-07,15,Panamá,El Chorrillo,8.953337,-79.542078,Arma de fuego,Comercio,2024,11,3,El Chorrillo,Robo
CR-2024-005282,Robo,2024-11-07,15,Panamá,Pueblo Nuevo,9.000957,-79.521779,Sin arma (intimidación),Vía Pública,2024,11,3,Pueblo Nuevo,Robo
CR-2024-005284,Robo,2024-11-07,15,Panamá,Rufina Alfaro,9.048333,-79.486157,Sin arma (intimidación),Vía Pública,2024,11,3,Rufina Alfaro,Robo
CR-2024-005272,Robo,2024-11-07,17,Panamá,Curundú,8.971389,-79.551552,Arma de fuego,Vía Pública,2024,11,3,Curundú,Robo
CR-2024-005269,Robo,2024-11-07,18,Panamá,Belisario Porras,9.047453,-79.507148,Arma de fuego,Comercio,2024,11,3,Belisario Porras,Robo
CR-2024-005287,Robo,2024-11-07,18,Panamá Oeste,Vista Alegre,8.948458,-79.698941,Arma blanca,Comercio,2024,11,3,Vista Alegre,Robo
CR-2024-005270,Robo,2024-11-07,19,Panamá,Calidonia,8.967179,-79.537545,Arma de fuego,Vía Pública,2024,11,3,Calidonia,Robo
CR-2024-005275,Robo,2024-11-07,21,Panamá,Juan Díaz,9.050902,-79.453227,Sin arma (intimidación),Vía Pública,2024,11,3,Juan Díaz,Robo
CR-2024-005277,Robo,2024-11-07,22,Panamá,Pacora,9.091574,-79.29387,Arma de fuego,Transporte Público,2024,11,3,Pacora,Robo
CR-2024-005266,Robo,2024-11-07,23,Panamá,24 de Diciembre,9.098566,-79.352682,Arma de fuego,Vía Pública,2024,11,3,24 de Diciembre,Robo
CR-2024-005267,Robo,2024-11-07,23,Panamá,Amelia Denis de Icaza,9.033302,-79.513697,Arma blanca,Vía Pública,2024,11,3,Amelia Denis de Icaza,Robo
CR-2024-005274,Robo,2024-11-07,23,Panamá,Juan Díaz,9.049844,-79.454493,Sin arma (intimidación),Comercio,2024,11,3,Juan Díaz,Robo
CR-2024-005290,Robo,2024-11-08,9,Panamá Oeste,Barrio Colón,8.873709,-79.783355,Arma de fuego,Comercio,2024,11,4,Barrio Colón,Robo
CR-2024-005288,Robo,2024-11-08,10,Panamá,Amelia Denis de Icaza,9.035497,-79.515374,Arma blanca,Vía Pública,2024,11,4,Amelia Denis de Icaza,Robo
CR-2024-005289,Robo,2024-11-08,11,Panamá,Ancón,8.973098,-79.559242,Arma de fuego,Vía Pública,2024,11,4,Ancón,Robo
CR-2024-005298,Robo,2024-11-08,12,Panamá Oeste,Guadalupe,8.866468,-79.810213,Arma de fuego,Vía Pública,2024,11,4,Guadalupe,Robo
CR-2024-005309,Robo,2024-11-08,12,Panamá,Tocumen,9.07888,-79.396418,Arma de fuego,Comercio,2024,11,4,Tocumen,Robo
CR-2024-005299,Robo,2024-11-08,14,Panamá Oeste,Herrera,8.898699,-79.815471,Arma blanca,Vía Pública,2024,11,4,Herrera,Robo
CR-2024-005304,Robo,2024-11-08,14,Panamá,Pedregal,9.064111,-79.484811,Sin arma (intimidación),Vía Pública,2024,11,4,Pedregal,Robo
CR-2024-005307,Robo,2024-11-08,15,Panamá,Río Abajo,9.02243,-79.497934,Arma de fuego,Vía Pública,2024,11,4,Río Abajo,Robo
CR-2024-005297,Robo,2024-11-08,16,Panamá Oeste,El Espino,8.499137,-79.901492,Arma blanca,Estacionamiento,2024,11,4,El Espino,Robo
CR-2024-005303,Robo,2024-11-08,16,Panamá,Pacora,9.079008,-79.301455,Arma blanca,Vía Pública,2024,11,4,Pacora,Robo
CR-2024-005305,Robo,2024-11-08,16,Panamá,Pedregal,9.065764,-79.476375,Arma de fuego,Vía Pública,2024,11,4,Pedregal,Robo
CR-2024-005292,Robo,2024-11-08,17,Panamá Oeste,Barrio Colón,8.877436,-79.787729,Arma blanca,Transporte Público,2024,11,4,Barrio Colón,Robo
CR-2024-005293,Robo,2024-11-08,17,Panamá,Belisario Porras,9.050114,-79.502007,Arma blanca,Comercio,2024,11,4,Belisario Porras,Robo
CR-2024-005302,Robo,2024-11-08,17,Panamá,Las Mañanitas,9.091573,-79.426655,Arma de fuego,Centro Comercial,2024,11,4,Las Mañanitas,Robo
CR-2024-005306,Robo,2024-11-08,17,Panamá,Pedregal,9.063032,-79.477614,Arma de fuego,Estacionamiento,2024,11,4,Pedregal,Robo
CR-2024-005301,Robo,2024-11-08,18,Panamá,Juan Díaz,9.047345,-79.45222,Arma de fuego,Centro Comercial,2024,11,4,Juan Díaz,Robo
CR-2024-005295,Robo,2024-11-08,20,Panamá,Curundú,8.969523,-79.553313,Arma de fuego,Comercio,2024,11,4,Curundú,Robo
CR-2024-005296,Robo,2024-11-08,21,Panamá,El Chorrillo,8.952123,-79.542308,Arma de fuego,Vía Pública,2024,11,4,El Chorrillo,Robo
CR-2024-005300,Robo,2024-11-08,21,Panamá,José Domingo Espinar,9.045561,-79.503233,Arma de fuego,Estacionamiento,2024,11,4,José Domingo Espinar,Robo
CR-2024-005308,Robo,2024-11-08,21,Panamá,Tocumen,9.081111,-79.393925,Arma blanca,Estacionamiento,2024,11,4,Tocumen,Robo
CR-2024-005291,Robo,2024-11-08,22,Panamá Oeste,Barrio Colón,8.87852,-79.778202,Arma de fuego,Vía Pública,2024,11,4,Barrio Colón,Robo
CR-2024-005294,Robo,2024-11-08,23,Panamá Oeste,Burunga,8.939192,-79.733845,Sin arma (intimidación),Centro Comercial,2024,11,4,Burunga,Robo
CR-2024-005314,Robo,2024-11-09,5,Panamá,El Chorrillo,8.95219,-79.540429,Arma de fuego,Estacionamiento,2024,11,5,El Chorrillo,Robo
CR-2024-005328,Robo,2024-11-09,6,Panamá Oeste,Vista Alegre,8.946763,-79.696433,Arma blanca,Comercio,2024,11,5,Vista Alegre,Robo
CR-2024-005324,Robo,2024-11-09,7,Panamá,Tocumen,9.081842,-79.393002,Sin arma (intimidación),Transporte Público,2024,11,5,Tocumen,Robo
CR-2024-005313,Robo,2024-11-09,9,Panamá,El Chorrillo,8.948727,-79.543695,Arma de fuego,Vía Pública,2024,11,5,El Chorrillo,Robo
CR-2024-005315,Robo,2024-11-09,9,Panamá,José Domingo Espinar,9.048909,-79.504513,Arma de fuego,Vía Pública,2024,11,5,José Domingo Espinar,Robo
CR-2024-005310,Homicidio,2024-11-09,10,Panamá Oeste,El Coco,8.892567,-79.802878,Arma de fuego,Residencia,2024,11,5,El Coco,Homicidio
CR-2024-005312,Robo,2024-11-09,10,Panamá,Amelia Denis de Icaza,9.035069,-79.514305,Arma de fuego,Comercio,2024,11,5,Amelia Denis de Icaza,Robo
CR-2024-005319,Robo,2024-11-09,10,Panamá,Parque Lefevre,9.012306,-79.476868,Arma de fuego,Vía Pública,2024,11,5,Parque Lefevre,Robo
CR-2024-005323,Robo,2024-11-09,11,Panamá,Pedregal,9.063402,-79.476751,Arma de fuego,Vía Pública,2024,11,5,Pedregal,Robo
CR-2024-005316,Robo,2024-11-09,12,Panamá,Juan Díaz,9.046756,-79.451716,Arma de fuego,Vía Pública,2024,11,5,Juan Díaz,Robo
CR-2024-005322,Robo,2024-11-09,16,Panamá,Pedregal,9.072008,-79.478756,Arma de fuego,Vía Pública,2024,11,5,Pedregal,Robo
CR-2024-005325,Robo,2024-11-09,16,Panamá,Victoriano Lorenzo,9.038277,-79.496624,Sin arma (intimidación),Vía Pública,2024,11,5,Victoriano Lorenzo,Robo
CR-2024-005327,Robo,2024-11-09,16,Panamá Oeste,Vista Alegre,8.947701,-79.697722,Arma de fuego,Vía Pública,2024,11,5,Vista Alegre,Robo
CR-2024-005321,Robo,2024-11-09,17,Panamá,Pedregal,9.063661,-79.471481,Arma de fuego,Vía Pública,2024,11,5,Pedregal,Robo
CR-2024-005326,Robo,2024-11-09,17,Panamá Oeste,Vista Alegre,8.95216,-79.699634,Sin arma (intimidación),Transporte Público,2024,11,5,Vista Alegre,Robo
CR-2024-005318,Robo,2024-11-09,18,Panamá,Pacora,9.08299,-79.302813,Sin arma (intimidación),Comercio,2024,11,5,Pacora,Robo
CR-2024-005317,Robo,2024-11-09,21,Panamá,Las Mañanitas,9.089395,-79.430982,Arma blanca,Vía Pública,2024,11,5,Las Mañanitas,Robo
CR-2024-005320,Robo,2024-11-09,22,Panamá,Parque Lefevre,9.008844,-79.478718,Sin arma (intimidación),Vía Pública,2024,11,5,Parque Lefevre,Robo
CR-2024-005311,Robo,2024-11-09,23,Panamá,Alcalde Díaz,9.120675,-79.549088,Arma blanca,Comercio,2024,11,5,Alcalde Díaz,Robo
CR-2024-005346,Robo,2024-11-10,7,Panamá,Victoriano Lorenzo,9.037396,-79.497187,Arma blanca,Vía Pública,2024,11,6,Victoriano Lorenzo,Robo
CR-2024-005342,Robo,2024-11-10,9,Panamá,Pacora,9.066695,-79.285206,Arma blanca,Vía Pública,2024,11,6,Pacora,Robo
CR-2024-005343,Robo,2024-11-10,9,Panamá,Río Abajo,9.019465,-79.498394,Arma blanca,Vía Pública,2024,11,6,Río Abajo,Robo
CR-2024-005347,Robo,2024-11-10,9,Panamá Oeste,Villa Rosario,8.777044,-79.869061,Arma de fuego,Vía Pública,2024,11,6,Villa Rosario,Robo
CR-2024-005329,Homicidio,2024-11-10,11,Panamá,Pedregal,9.06726,-79.47695,Arma de fuego,Vía Pública,2024,11,6,Pedregal,Homicidio
CR-2024-005339,Robo,2024-11-10,12,Panamá,Pacora,9.066564,-79.285779,Arma de fuego,Comercio,2024,11,6,Pacora,Robo
CR-2024-005332,Robo,2024-11-10,14,Panamá,24 de Diciembre,9.103547,-79.347401,Sin arma (intimidación),Centro Comercial,2024,11,6,24 de Diciembre,Robo
CR-2024-005335,Robo,2024-11-10,15,Panamá,Bella Vista,8.979713,-79.530015,Arma de fuego,Centro Comercial,2024,11,6,Bella Vista,Robo
CR-2024-005348,Robo,2024-11-10,15,Panamá Oeste,Vista Alegre,8.950891,-79.70009,Arma blanca,Vía Pública,2024,11,6,Vista Alegre,Robo
CR-2024-005330,Homicidio,2024-11-10,16,Panamá,Victoriano Lorenzo,9.035374,-79.497057,Arma blanca,Vía Pública,2024,11,6,Victoriano Lorenzo,Homicidio
CR-2024-005334,Robo,2024-11-10,16,Panamá,Belisario Porras,9.053925,-79.502656,Arma blanca,Vía Pública,2024,11,6,Belisario Porras,Robo
CR-2024-005337,Robo,2024-11-10,17,Panamá Oeste,Feuillet,8.902732,-79.769937,Arma de fuego,Vía Pública,2024,11,6,Feuillet,Robo
CR-2024-005331,Robo,2024-11-10,18,Panamá,24 de Diciembre,9.099463,-79.357175,Arma blanca,Vía Pública,2024,11,6,24 de Diciembre,Robo
CR-2024-005345,Robo,2024-11-10,18,Panamá Oeste,Vacamonte,8.915576,-79.7159,Arma de fuego,Centro Comercial,2024,11,6,Vacamonte,Robo
CR-2024-005333,Robo,2024-11-10,19,Panamá,Ancón,8.977408,-79.55745,Arma de fuego,Centro Comercial,2024,11,6,Ancón,Robo
CR-2024-005340,Robo,2024-11-10,19,Panamá,Pacora,9.080555,-79.286653,Arma de fuego,Comercio,2024,11,6,Pacora,Robo
CR-2024-005336,Robo,2024-11-10,20,Panamá Oeste,Burunga,8.940187,-79.729157,Arma de fuego,Vía Pública,2024,11,6,Burunga,Robo
CR-2024-005344,Robo,2024-11-10,21,Panamá,Tocumen,9.082458,-79.380119,Arma de fuego,Comercio,2024,11,6,Tocumen,Robo
CR-2024-005338,Robo,2024-11-10,22,Panamá,Pacora,9.079606,-79.283757,Arma de fuego,Vía Pública,2024,11,6,Pacora,Robo
CR-2024-005341,Robo,2024-11-10,22,Panamá,Pacora,9.083896,-79.302361,Sin arma (intimidación),Vía Pública,2024,11,6,Pacora,Robo
CR-2024-005360,Robo,2024-11-11,0,Panamá,Pedregal,9.065919,-79.476952,Sin arma (intimidación),Comercio,2024,11,0,Pedregal,Robo
CR-2024-005350,Homicidio,2024-11-11,1,Panamá,Pacora,9.08746,-79.2816,Otro método,Vía Pública,2024,11,0,Pacora,Homicidio
CR-2024-005357,Robo,2024-11-11,2,Panamá,El Chorrillo,8.951869,-79.542782,Arma de fuego,Comercio,2024,11,0,El Chorrillo,Robo
CR-2024-005358,Robo,2024-11-11,2,Panamá,Juan Díaz,9.048916,-79.452109,Arma blanca,Estacionamiento,2024,11,0,Juan Díaz,Robo
CR-2024-005356,Robo,2024-11-11,5,Panamá,Curundú,8.973885,-79.546348,Arma de fuego,Vía Pública,2024,11,0,Curundú,Robo
CR-2024-005351,Robo,2024-11-11,7,Panamá,24 de Diciembre,9.098466,-79.351468,Arma blanca,Vía Pública,2024,11,0,24 de Diciembre,Robo
CR-2024-005362,Robo,2024-11-11,11,Panamá Oeste,Vista Alegre,8.950054,-79.699894,Sin arma (intimidación),Vía Pública,2024,11,0,Vista Alegre,Robo
CR-2024-005354,Robo,2024-11-11,12,Panamá Oeste,Barrio Colón,8.876612,-79.786558,Arma de fuego,Centro Comercial,2024,11,0,Barrio Colón,Robo
CR-2024-005355,Robo,2024-11-11,12,Panamá,Belisario Porras,9.047689,-79.503136,Arma blanca,Vía Pública,2024,11,0,Belisario Porras,Robo
CR-2024-005352,Robo,2024-11-11,14,Panamá,24 de Diciembre,9.098585,-79.352678,Arma de fuego,Centro Comercial,2024,11,0,24 de Diciembre,Robo
CR-2024-005361,Robo,2024-11-11,15,Panamá Oeste,Vacamonte,8.916583,-79.707134,Arma de fuego,Vía Pública,2024,11,0,Vacamonte,Robo
CR-2024-005359,Robo,2024-11-11,20,Panamá,Pacora,9.082962,-79.302729,Sin arma (intimidación),Vía Pública,2024,11,0,Pacora,Robo
CR-2024-005349,Homicidio,2024-11-11,21,Panamá,Belisario Porras,9.05071,-79.500462,Arma de fuego,Residencia,2024,11,0,Belisario Porras,Homicidio
CR-2024-005353,Robo,2024-11-11,21,Panamá Oeste,Barrio Colón,8.879513,-79.779792,Sin arma (intimidación),Vía Pública,2024,11,0,Barrio Colón,Robo
CR-2024-005370,Robo,2024-11-12,1,Panamá,Pedregal,9.070077,-79.481068,Arma de fuego,Vía Pública,2024,11,1,Pedregal,Robo
CR-2024-005376,Robo,2024-11-12,7,Panamá Oeste,Vacamonte,8.915845,-79.711204,Arma de fuego,Estacionamiento,2024,11,1,Vacamonte,Robo
CR-2024-005377,Robo,2024-11-12,7,Panamá Oeste,Villa Rosario,8.776649,-79.867902,Sin arma (intimidación),Transporte Público,2024,11,1,Villa Rosario,Robo
CR-2024-005371,Robo,2024-11-12,9,Panamá,Pedregal,9.062309,-79.477313,Arma blanca,Vía Pública,2024,11,1,Pedregal,Robo
CR-2024-005374,Robo,2024-11-12,11,Panamá Oeste,Puerto Caimito,8.869983,-79.721626,Sin arma (intimidación),Vía Pública,2024,11,1,Puerto Caimito,Robo
CR-2024-005365,Robo,2024-11-12,12,Panamá Oeste,Barrio Colón,8.880495,-79.783521,Arma de fuego,Comercio,2024,11,1,Barrio Colón,Robo
CR-2024-005375,Robo,2024-11-12,12,Panamá Oeste,Vacamonte,8.913433,-79.707433,Arma blanca,Transporte Público,2024,11,1,Vacamonte,Robo
CR-2024-005364,Robo,2024-11-12,14,Panamá Oeste,Barrio Balboa,8.875866,-79.783104,Sin arma (intimidación),Comercio,2024,11,1,Barrio Balboa,Robo
